question_id,evaluation_group,question,gold_sql,baseline_generated_sql,repaired_generated_sql,before_EX,before_Inv,before_asa_strict,before_asa_lower_bound,before_fcr_hard_finding_codes,after_EX,after_Inv,after_asa_strict,after_asa_lower_bound,after_fcr_hard_finding_codes,verifier_caught,verifier_actionable,verifier_answers_question,verifier_mismatch_type,verifier_mismatch_detail,verifier_repair_hint,verifier_confidence,verifier_failed_evidence,repair_attempted,repair_generated,repair_status,repair_mode,repair_error,repair_edit_summary,repair_confidence,final_sql_repaired,missed_by_verifier,caught_but_not_actionable,actionable_but_not_attempted,attempted_but_no_sql,generated_but_inv_not_fixed,inv_fixed,fixed_but_ex_broken,fixed_and_ex_preserved,harmful_gate_accept,over_repair_candidate,primary_bottleneck
booksql_073598,A_correct_executable,How many Eric Koch invoices are still oustanding?,"select count(distinct transaction_id) from master_txn_table where customers = ""Eric Koch"" and transaction_type = 'invoice' and open_balance>0","SELECT COUNT(*) 
FROM master_txn_table 
WHERE Customers = 'Eric Koch' AND AR_paid = 'No';",SELECT COUNT(DISTINCT Transaction_ID) FROM master_txn_table WHERE Customers = 'Eric Koch' AND AR_paid = 'No';,1,1,1,1,[],1,1,1,1,[],True,True,False,financial_measure_error,The profile measures 'row_count' instead of 'count' of distinct invoices.,Verify if the 'row_count' measure correctly represents the count of distinct invoices.,high,"[""COUNT(*) counts transaction lines, not necessarily distinct transactions or invoices.""]",True,True,success,semantic,,Changed COUNT(*) to COUNT(DISTINCT Transaction_ID) to count distinct invoices.,high,True,False,False,False,False,False,False,False,False,False,False,not_primary_cohort
booksql_073600,A_correct_executable,When was the last time we sold Organic Gases,"select transaction_date from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and product_service = ""Organic Gases"" order by transaction_date desc limit 1 ","SELECT MAX(transaction_date) AS last_sale_date
FROM master_txn_table
WHERE Product_Service = 'Organic Gases' AND Credit > 0;",SELECT MAX(transaction_date) AS last_sale_date FROM master_txn_table WHERE Product_Service = 'Organic Gases' AND Credit > 0 GROUP BY Product_Service;,0,,0,0,[],1,1,1,1,[],True,True,False,computation_logic_error,"The profile topology has group_by: 'none', but the intent requires grouping by period.",Group by period to match the intent's grouping requirement.,high,"[""The profile topology has group_by: 'none', but the intent requires grouping by period.""]",True,True,success,semantic,,Added GROUP BY clause to match the intent's grouping requirement.,high,True,False,False,False,False,False,False,False,False,False,False,not_primary_cohort
booksql_073606,B_wrong_executable,How many Carolyn Thompson MD invoices are still oustanding?,"select count(distinct transaction_id) from master_txn_table where customers = ""Carolyn Thompson MD"" and transaction_type = 'invoice' and open_balance>0","SELECT COUNT(*) 
FROM master_txn_table 
WHERE Customers = 'Carolyn Thompson MD' AND AR_paid = 'No';",SELECT COUNT(*) FROM master_txn_table WHERE Customers = 'Carolyn Thompson MD' AND AR_paid = 'No' GROUP BY Customers;,1,1,1,1,[],0,,0,0,[],True,True,False,computation_logic_error,"The profile topology has group_by: 'none', but the intent requires grouping by the individual mentioned.",Group the invoices by the customer 'Carolyn Thompson MD' to match the intent.,high,"[""The profile topology has group_by: 'none', but the intent requires grouping by the individual mentioned.""]",True,True,success,semantic,,Added GROUP BY clause to group invoices by the customer 'Carolyn Thompson MD'.,high,True,False,False,False,False,False,False,False,False,True,True,not_primary_cohort
booksql_073608,B_wrong_executable,When was the last time we sold Mailbox Services,"select transaction_date from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and product_service = ""Mailbox Services"" order by transaction_date desc limit 1 ","SELECT MAX(transaction_date) AS last_sale_date
FROM master_txn_table
WHERE Product_Service = 'Mailbox Services' AND Credit > 0;",SELECT MAX(Transaction_DATE) AS last_sale_date FROM master_txn_table WHERE Product_Service = 'Mailbox Services' AND Credit > 0 ORDER BY Transaction_DATE DESC;,0,,0,0,[],0,,0,0,[],True,True,False,computation_logic_error,The profile topology has group_by: 'none' but the intent requires grouping by period.,Group the data by period and order by transaction date in descending order to find the last sale date of Mailbox Services.,high,"[""The profile topology has group_by: 'none' but the intent requires grouping by period.""]",True,True,success,semantic,,Added ORDER BY clause to order transactions by date in descending order.,high,True,False,False,False,False,False,False,False,False,False,False,not_primary_cohort
booksql_073610,A_correct_executable,What was the highest invoice value for Exercise equipment retailing in Last year?,"select max(credit) from master_txn_table where transaction_type = 'invoice' and instr(account,""Exercise equipment retailing"") and transaction_date BETWEEN date(current_date,  'start of year', '-1 days', 'start of year') AND date(current_date,  'start of year', '-1 days') ","SELECT MAX(Credit) AS highest_invoice_value
FROM master_txn_table
WHERE Product_Service = 'Exercise equipment retailing'
  AND Transaction_DATE BETWEEN date('now','-1 year') AND date('now','-1 year');","SELECT MAX(Credit) AS highest_invoice_value FROM master_txn_table WHERE Product_Service = 'Exercise equipment retailing' AND Transaction_DATE BETWEEN date('now','-1 year') AND date('now','-1 year');",1,1,1,1,[],1,1,1,1,[],True,True,False,financial_measure_error,The intent requires a measure kind of 'monetary' but the profile measures 'flow' with a unit of 'monetary'.,Consider using a measure kind of 'amount' instead of 'flow' to match the intent's monetary measure kind.,high,"[""The intent requires a measure kind of 'monetary' but the profile measures 'flow' with a unit of 'monetary'."", ""Product_Service is not an account classifier. Account-level questions should use Account or Account_type, not Product_Service.""]",True,True,success,semantic,,Changed measure kind from 'flow' to 'amount' by using MAX(Credit) instead of MAX(Credit) to match the intent's monetary measure kind.,high,True,False,False,False,False,False,False,False,False,False,False,not_primary_cohort
booksql_073621,B_wrong_executable,How many Molly Gonzalez invoices are still oustanding?,"select count(distinct transaction_id) from master_txn_table where customers = ""Molly Gonzalez"" and transaction_type = 'invoice' and open_balance>0","SELECT COUNT(*) 
FROM master_txn_table 
WHERE Customers = 'Molly Gonzalez' AND AR_paid = 'No';",SELECT COUNT(*) FROM master_txn_table WHERE Customers = 'Molly Gonzalez' AND AR_paid = 'No' GROUP BY Customers;,1,1,1,1,[],0,,0,0,[],True,True,False,computation_logic_error,"The profile topology has group_by: 'none', but the intent requires grouping by the customer/account associated with the invoices.",Group the invoices by customer/account and apply the correct aggregation function.,high,"[""The profile topology has group_by: 'none', but the intent requires grouping by the customer/account associated with the invoices.""]",True,True,success,semantic,,Added GROUP BY clause to group invoices by customer/account.,high,True,False,False,False,False,False,False,False,False,True,True,not_primary_cohort
booksql_073624,B_wrong_executable,What our monthly spend on Veronica Bonilla,"select date(transaction_date, 'start of month'), sum(debit) from master_txn_table where vendor = ""Veronica Bonilla"" group by date(transaction_date, 'start of month')","SELECT SUM(master_txn_table.Amount) AS Monthly_Spend
FROM master_txn_table
JOIN employees ON master_txn_table.businessID = employees.businessID
WHERE employees.Employee_name = 'Veronica Bonilla'
AND master_txn_table.Transaction_DATE BETWEEN date('now', 'start of month') AND date('now');","SELECT SUM(master_txn_table.Amount) AS Monthly_Spend
FROM master_txn_table
JOIN employees ON master_txn_table.businessID = employees.businessID
WHERE employees.Employee_name = 'Veronica Bonilla'
AND master_txn_table.Transaction_DATE BETWEEN date('now', 'start of month') AND date('now');",0,,0,0,[],0,,0,0,[],False,False,True,,,,high,[],False,False,skipped,,,,,False,False,False,False,False,False,False,False,False,False,False,not_primary_cohort
booksql_073628,B_wrong_executable,How many -- did we sell to Sarah Meza Last 30 days?,"select sum(quantity) from master_txn_table where customers = ""Sarah Meza"" and product_service = '--' and transaction_type in ('invoice', 'sales receipt') and transaction_date BETWEEN date( current_date, ""-30 days"") AND date( current_date) ","SELECT COUNT(DISTINCT transaction_id) 
FROM master_txn_table 
WHERE Customers = 'Sarah Meza' 
  AND Transaction_DATE BETWEEN date('now','-30 days') AND date('now');","SELECT COUNT(DISTINCT transaction_id) 
FROM master_txn_table 
WHERE Customers = 'Sarah Meza' 
  AND Transaction_DATE BETWEEN date('now','-30 days') AND date('now');",0,,0,0,[],0,,0,0,[],True,True,False,computation_logic_error,"The profile topology has group_by: 'none', but the intent requires grouping by 'customer'.",Group by customer in the profile topology.,high,[],False,False,skipped,,,,,False,False,False,False,False,False,False,False,False,False,False,not_primary_cohort
booksql_073630,B_wrong_executable,How many Towboat did we sell to Stephanie Clark This month?,"select sum(quantity) from master_txn_table where customers = ""Stephanie Clark"" and product_service = 'Towboat' and transaction_type in ('invoice', 'sales receipt') and transaction_date BETWEEN date( current_date, ""start of month"") AND date( current_date) ","SELECT COUNT(DISTINCT master_txn_table.Transaction_ID) 
FROM master_txn_table 
JOIN customers ON master_txn_table.Customers = customers.customer_name 
WHERE customers.customer_full_name = 'Stephanie Clark' 
  AND master_txn_table.Transaction_DATE BETWEEN date('now', 'start of month') AND date('now') 
  AND master_txn_table.Product_Service = 'Towboat';","SELECT COUNT(DISTINCT master_txn_table.Quantity) FROM master_txn_table JOIN customers ON master_txn_table.Customers = customers.customer_name WHERE customers.customer_full_name = 'Stephanie Clark' AND master_txn_table.Transaction_DATE BETWEEN date('now', 'start of month') AND date('now') AND master_txn_table.Product_Service = 'Towboat';",0,,0,0,[],0,,0,0,[],True,True,False,financial_measure_error,"The intent requires a measure kind of 'quantity' (summing units sold), but the profile measures 'row_count' or 'distinct_transaction_count'.",Consider using a measure kind of 'quantity' to count units sold instead of 'row_count' or 'distinct_transaction_count'.,high,"[""The specific entity being counted (e.g., transactions vs. units) is not explicitly defined, but 'How many' usually implies a count of units sold.""]",True,True,success,semantic,,Changed the measure to count units sold instead of distinct transaction IDs.,high,True,False,False,False,False,False,False,False,False,False,False,not_primary_cohort
booksql_073634,B_wrong_executable,What our monthly spend on Nicholas Wall,"select date(transaction_date, 'start of month'), sum(debit) from master_txn_table where vendor = ""Nicholas Wall"" group by date(transaction_date, 'start of month')","SELECT SUM(master_txn_table.Amount) AS Monthly_Spend
FROM master_txn_table
JOIN customers ON master_txn_table.Customers = customers.customer_name
WHERE customers.customer_full_name = 'Nicholas Wall'
AND master_txn_table.Transaction_DATE BETWEEN date('now', 'start of month') AND date('now');","SELECT SUM(master_txn_table.Amount) AS Monthly_Spend
FROM master_txn_table
JOIN customers ON master_txn_table.Customers = customers.customer_name
WHERE customers.customer_full_name = 'Nicholas Wall'
AND master_txn_table.Transaction_DATE BETWEEN date('now', 'start of month') AND date('now');",0,,0,0,[],0,,0,0,[],False,False,True,,,,high,[],False,False,skipped,,,,,False,False,False,False,False,False,False,False,False,False,False,not_primary_cohort
booksql_073635,B_wrong_executable,Did we receive payment from Ronnie Robles partnership This quarter?,"select transaction_id from master_txn_table where transaction_type = 'payment' and customers = ""Ronnie Robles"" and transaction_date >= strftime('%Y-%m-%d', strftime('%Y', 'now', '-1 year') || '-' || substr('00' || (((strftime('%m', 'now') - 1) / 3) * 3 + 1), -2, 2) || '-01') ","SELECT COUNT(DISTINCT transaction_id) 
FROM master_txn_table 
WHERE Customers = 'Ronnie Robles partnership' 
  AND Transaction_DATE BETWEEN DATE('now', 'start of quarter') AND DATE('now');","SELECT COUNT(*) FROM master_txn_table WHERE Customers = 'Ronnie Robles partnership' AND Transaction_DATE BETWEEN DATE('now', 'start of quarter') AND DATE('now');",0,,0,0,[],0,,0,0,[],True,True,False,financial_measure_error,"The intent requires a boolean existence check, but the profile measures the count of distinct transactions.",Check if the profile measures the count of distinct transactions instead of a boolean existence check.,high,"[""The intent requires a boolean existence check, but the profile measures the count of distinct transactions.""]",True,True,success,semantic,,Changed COUNT(DISTINCT transaction_id) to COUNT(*) to match the boolean existence check intent.,high,True,False,False,False,False,False,False,False,False,False,False,not_primary_cohort
